"","","","","","","","","","","","","","","","","","","","","","",""
"","2016","1","2016-03","3","201610","10","42438","12","1200","GENERIEK","BT_G_SCHEIDEN_1","12","0","1","11","0","1386","38","0","2","0.91666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","12","1200","GENERIEK","BT_S_MELDINGEN","1","0","0","1","1","8","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1200","GENERIEK (1 BRN)","BT_G_CAMP_1","4","0","1","3","0","480","183","0","1","0.75","0"
"","2016","1","2016-03","3","201610","10","42438","12","1200","GENERIEK (BEL ONS)","BT_G_BELONS_1","3","0","0","3","0","196","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","12","1200","GENERIEK (EBV)","BT_G_EBV_1","66","0","2","64","64","438","0","0","","0.96969696969697","0.96969696969697"
"","2016","1","2016-03","3","201610","10","42438","12","1200","GENERIEK (OHV)","BT_G_OHVAUTO_1","2","0","1","1","0","161","16","0","","0.5","0"
"","2016","1","2016-03","3","201610","10","42438","12","1200","INTERMEDIAIRS","BT_HI_IB_1","49","0","0","49","31","1285","0","0","","1","0.63265306122449"
"","2016","1","2016-03","3","201610","10","42438","12","1200","INTERMEDIAIRS","BT_HI_OVERIG_1","75","0","1","74","51","2169","0","0","","0.98666666666667","0.68"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","5","0","0","5","2","193","0","","2","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_IB_1","68","1","9","59","9","16838","1576","0","37","0.86764705882353","0.13432835820896"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_IB_2","11","0","2","9","0","6516","715","","11","0.81818181818182","0"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_KTU_1","16","0","0","16","4","2696","0","","12","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_LH_1","24","1","5","14","4","2765","708","5","9","0.58333333333333","0.17391304347826"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_LH_2","5","0","0","5","2","626","0","","4","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_OB_1","106","0","10","69","11","21561","2395","27","12","0.65094339622642","0.10377358490566"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_OB_2","7","0","0","7","7","75","0","","11","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_OVERIG_1","75","3","14","41","5","14509","2925","20","4","0.54666666666667","0.069444444444444"
"","2016","1","2016-03","3","201610","10","42438","12","1200","ONDERNEMINGEN","BT_O_VPB_1","7","0","0","7","0","1672","0","","7","1","0"
"","2016","1","2016-03","3","201610","10","42438","12","1200","PARTICULIEREN","BT_P_BEST_1","36","1","15","21","2","6765","2205","0","3","0.58333333333333","0.057142857142857"
"","2016","1","2016-03","3","201610","10","42438","12","1200","PARTICULIEREN","BT_P_BETA_1","97","0","12","80","23","20591","2402","5","26","0.82474226804124","0.23711340206186"
"","2016","1","2016-03","3","201610","10","42438","12","1200","PARTICULIEREN","BT_P_HUBA_1","78","0","1","77","77","505","0","0","15","0.98717948717949","0.98717948717949"
"","2016","1","2016-03","3","201610","10","42438","12","1200","PARTICULIEREN","BT_P_IB_1","669","5","121","548","43","181422","21124","0","40","0.81913303437967","0.064759036144578"
"","2016","1","2016-03","3","201610","10","42438","12","1200","PARTICULIEREN","BT_P_IB_2","70","0","0","70","44","2261","0","","76","1","0.62857142857143"
"","2016","1","2016-03","3","201610","10","42438","12","1200","PARTICULIEREN","BT_P_OLDV_1","9","0","0","9","3","446","0","","6","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","12","1200","TOESLAGEN","BT_T_BETA_1","116","0","19","93","5","31300","2831","4","9","0.80172413793103","0.043103448275862"
"","2016","1","2016-03","3","201610","10","42438","12","1200","TOESLAGEN","BT_T_BETA_2","13","0","0","13","13","98","0","","18","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1200","TOESLAGEN","BT_T_GRIP_1","5","0","0","5","4","106","0","","3","1","0.8"
"","2016","1","2016-03","3","201610","10","42438","12","1200","TOESLAGEN","BT_T_TOESLAGEN_1","206","1","32","165","16","52234","4884","9","22","0.80097087378641","0.078048780487805"
"","2016","1","2016-03","3","201610","10","42438","12","1200","TOESLAGEN","BT_T_VERMOGEN_1","1","0","0","1","1","9","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1200","TOESLAGEN","BT_T_WKO_1","1","0","0","1","1","29","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","AUTO","BT_A_AUTO_1","84","1","5","79","7","9386","301","0","4","0.94047619047619","0.08433734939759"
"","2016","1","2016-03","3","201610","10","42438","12","1215","AUTO","BT_A_BPM_1","11","0","0","11","1","1338","0","0","","1","0.090909090909091"
"","2016","1","2016-03","3","201610","10","42438","12","1215","AUTO","BT_A_VRACHT_1","2","0","0","2","2","23","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","BO_TOESLAGEN","TT_BO_TOESL_2","15","0","0","15","13","345","0","","13","1","0.86666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1215","BO_TOESLAGEN","TT_T_HUZO_1","6","0","0","6","4","221","0","0","","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1215","BUITENLAND","BT_B_BUIT_1","58","1","4","54","54","433","1","0","4","0.93103448275862","0.94736842105263"
"","2016","1","2016-03","3","201610","10","42438","12","1215","BUITENLAND","BT_B_IB_2","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","12","1215","BUITENLAND","BT_B_OND_1","1","0","0","1","1","3","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","BUITENLAND","BT_B_TSL_1","2","0","0","2","2","18","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","DOUANE","BT_D_OVERIG_1","5","0","0","5","5","41","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK","BT_G_ENGELS_1","7","0","0","7","7","51","0","","7","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK","BT_G_ERFETM_1","15","0","0","15","6","538","0","0","7","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK","BT_G_GELDZAKEN_1","11","0","0","11","4","906","0","0","","1","0.36363636363636"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK","BT_G_INVOR_1","15","0","0","15","10","416","0","0","15","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK","BT_G_SCHEIDEN_1","6","0","0","6","2","241","0","0","2","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK (1 BRN)","BT_G_CAMP_1","7","0","0","7","0","1214","0","0","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK (EBV)","BT_G_EBV_1","45","0","0","45","44","426","0","0","","1","0.97777777777778"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK (OHV)","BT_G_OHVAUTO_1","1","0","0","1","0","180","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK (OHV)","BT_G_OHVOND_1","1","1","1","0","0","0","2","0","","0","#DIV/0"
"","2016","1","2016-03","3","201610","10","42438","12","1215","GENERIEK (OHV)","BT_G_OHVPART_1","2","0","1","1","0","398","331","0","","0.5","0"
"","2016","1","2016-03","3","201610","10","42438","12","1215","INTERMEDIAIRS","BT_HI_IB_1","49","0","1","48","40","852","0","0","","0.97959183673469","0.81632653061224"
"","2016","1","2016-03","3","201610","10","42438","12","1215","INTERMEDIAIRS","BT_HI_OVERIG_1","67","0","2","65","57","1137","10","0","","0.97014925373134","0.85074626865672"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","3","0","1","2","0","145","85","","4","0.66666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_IB_1","67","3","6","61","6","11711","455","0","35","0.91044776119403","0.09375"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_IB_2","14","0","2","12","0","7889","1319","","10","0.85714285714286","0"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_KTU_1","13","0","0","13","1","1742","0","","12","1","0.076923076923077"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_LH_1","22","1","4","17","8","3019","724","1","8","0.77272727272727","0.38095238095238"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_LH_2","5","0","0","5","5","49","0","","6","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_OB_1","100","4","10","90","10","25092","723","0","7","0.9","0.10416666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_OB_2","12","0","0","12","11","180","0","","11","1","0.91666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_OVERIG_1","55","2","17","38","5","10566","2083","0","5","0.69090909090909","0.094339622641509"
"","2016","1","2016-03","3","201610","10","42438","12","1215","ONDERNEMINGEN","BT_O_VPB_1","2","0","0","2","0","184","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","12","1215","PARTICULIEREN","BT_P_BEST_1","33","1","10","23","1","8615","2418","0","","0.6969696969697","0.03125"
"","2016","1","2016-03","3","201610","10","42438","12","1215","PARTICULIEREN","BT_P_BETA_1","97","0","13","84","23","23963","3647","0","24","0.8659793814433","0.23711340206186"
"","2016","1","2016-03","3","201610","10","42438","12","1215","PARTICULIEREN","BT_P_HUBA_1","70","0","0","70","70","573","0","0","18","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","PARTICULIEREN","BT_P_IB_1","601","2","129","472","32","173919","25993","0","32","0.78535773710483","0.053422370617696"
"","2016","1","2016-03","3","201610","10","42438","12","1215","PARTICULIEREN","BT_P_IB_2","76","0","0","76","56","1672","0","","68","1","0.73684210526316"
"","2016","1","2016-03","3","201610","10","42438","12","1215","PARTICULIEREN","BT_P_OLDV_1","5","0","0","5","1","155","0","","4","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","12","1215","TOESLAGEN","BT_T_BETA_1","101","0","14","87","11","30116","2834","0","7","0.86138613861386","0.10891089108911"
"","2016","1","2016-03","3","201610","10","42438","12","1215","TOESLAGEN","BT_T_BETA_2","11","0","0","11","11","128","0","","8","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1215","TOESLAGEN","BT_T_GRIP_1","3","0","0","3","2","63","0","","3","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1215","TOESLAGEN","BT_T_TOESLAGEN_1","205","0","29","176","17","60925","6060","0","12","0.85853658536585","0.082926829268293"
"","2016","1","2016-03","3","201610","10","42438","12","1215","TOESLAGEN","BT_T_VERMOGEN_1","","","","","","","","","2","",""
"","2016","1","2016-03","3","201610","10","42438","12","1215","TOESLAGEN","BT_T_WKO_1","1","0","0","1","1","25","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","AUTO","BT_A_AUTO_1","83","0","1","82","71","1039","0","0","7","0.98795180722892","0.85542168674699"
"","2016","1","2016-03","3","201610","10","42438","12","1230","AUTO","BT_A_BPM_1","9","0","0","9","9","73","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","BO_TOESLAGEN","TT_BO_TOESL_2","13","0","0","13","1","1666","0","","10","1","0.076923076923077"
"","2016","1","2016-03","3","201610","10","42438","12","1230","BO_TOESLAGEN","TT_T_HUZO_1","7","1","1","6","1","652","2","0","","0.85714285714286","0.16666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1230","BUITENLAND","BT_B_BUIT_1","64","0","3","61","61","507","0","0","6","0.953125","0.953125"
"","2016","1","2016-03","3","201610","10","42438","12","1230","BUITENLAND","BT_B_IB_2","3","0","0","3","3","34","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","BUITENLAND","BT_B_OND_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","12","1230","BUITENLAND","BT_B_TSL_1","5","0","0","5","5","33","0","","6","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","DOUANE","BT_D_OVERIG_1","12","0","0","12","12","98","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK","BT_G_ENGELS_1","9","0","1","8","8","63","0","","7","0.88888888888889","0.88888888888889"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK","BT_G_ERFETM_1","17","0","0","17","7","935","0","0","15","1","0.41176470588235"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK","BT_G_GELDZAKEN_1","18","0","0","18","17","209","0","0","","1","0.94444444444444"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK","BT_G_INVOR_1","20","0","0","20","5","2435","0","0","17","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK","BT_G_SCHEIDEN_1","9","0","0","9","2","606","0","0","4","1","0.22222222222222"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK","BT_S_MELDINGEN","1","0","0","1","1","12","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK (1 BRN)","BT_G_CAMP_1","7","0","2","5","1","540","187","0","","0.71428571428571","0.14285714285714"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK (BEL ONS)","BT_G_BELONS_1","1","0","0","1","1","2","0","0","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK (EBV)","BT_G_EBV_1","51","0","0","51","31","1810","0","0","","1","0.6078431372549"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK (OHV)","BT_G_OHVAUTO_1","1","0","0","1","0","75","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","12","1230","GENERIEK (OHV)","BT_G_OHVTOE_1","1","0","1","0","0","0","202","0","","0","0"
"","2016","1","2016-03","3","201610","10","42438","12","1230","INTERMEDIAIRS","BT_HI_IB_1","27","0","0","27","25","470","0","0","","1","0.92592592592593"
"","2016","1","2016-03","3","201610","10","42438","12","1230","INTERMEDIAIRS","BT_HI_OVERIG_1","54","0","0","54","41","1123","0","0","","1","0.75925925925926"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","3","0","0","3","0","347","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_IB_1","71","1","5","66","13","9750","288","0","29","0.92957746478873","0.18571428571429"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_IB_2","13","0","1","12","0","4477","323","","10","0.92307692307692","0"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_KTU_1","9","0","0","9","3","483","0","","9","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_LH_1","18","0","3","15","3","2260","180","0","4","0.83333333333333","0.16666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_LH_2","6","0","0","6","4","139","0","","7","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_OB_1","84","1","6","78","11","13321","520","0","13","0.92857142857143","0.13253012048193"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_OB_2","21","0","1","20","3","6108","729","","18","0.95238095238095","0.14285714285714"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_OVERIG_1","55","1","9","46","1","8929","492","0","2","0.83636363636364","0.018518518518519"
"","2016","1","2016-03","3","201610","10","42438","12","1230","ONDERNEMINGEN","BT_O_VPB_1","1","0","0","1","1","4","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","PARTICULIEREN","BT_P_BEST_1","40","0","12","24","3","7591","2060","4","3","0.6","0.075"
"","2016","1","2016-03","3","201610","10","42438","12","1230","PARTICULIEREN","BT_P_BETA_1","103","0","17","86","29","20490","3152","0","26","0.83495145631068","0.28155339805825"
"","2016","1","2016-03","3","201610","10","42438","12","1230","PARTICULIEREN","BT_P_HUBA_1","80","0","0","80","53","2360","0","0","20","1","0.6625"
"","2016","1","2016-03","3","201610","10","42438","12","1230","PARTICULIEREN","BT_P_IB_1","537","2","102","405","24","134411","18009","30","24","0.75418994413408","0.044859813084112"
"","2016","1","2016-03","3","201610","10","42438","12","1230","PARTICULIEREN","BT_P_IB_2","70","0","1","69","54","1581","0","","76","0.98571428571429","0.77142857142857"
"","2016","1","2016-03","3","201610","10","42438","12","1230","PARTICULIEREN","BT_P_OLDV_1","6","0","0","6","1","359","0","","6","1","0.16666666666667"
"","2016","1","2016-03","3","201610","10","42438","12","1230","TOESLAGEN","BT_T_BETA_1","94","0","15","69","0","24358","3320","10","2","0.73404255319149","0"
"","2016","1","2016-03","3","201610","10","42438","12","1230","TOESLAGEN","BT_T_BETA_2","13","0","0","13","13","128","0","","11","1","1"
"","2016","1","2016-03","3","201610","10","42438","12","1230","TOESLAGEN","BT_T_GRIP_1","2","0","0","2","0","165","0","","2","1","0"
